Year,District,Crop,Latitude,Longitude,Precipitation,Surface_Pressure(kPa),Specific_Humidity(g/kg),Relative_Humidity(%),Temp,Wet_Bulb_Temp(C),Max_Temp(C),Min_Temp(C),Earth_Skin_Temp(C),Wind_Speed_10M(m/s),Max_Wind_Speed_10M(m/s),Min_Wind_Speed_10M(m/s),Wind_Speed_50M(m/s),Max_Wind_Speed_50M(m/s),Min_Wind_Speed_50M(m/s),Temp_Range(C),Wind_Speed_10M_Range(m/s),Wind_Speed_50M_Range(m/s),Area,Production,Yield(kg/ha)
1982,Baitadi,Millet,29.5,80.5,1.3653150684931505,73.81465753424658,5.931178082191781,52.65632876712329,9.178027397260275,-0.8919178082191781,26.39,-9.57,9.069890410958903,2.3108493150684932,12.1,0.02,2.2735342465753425,13.22,0.02,35.96,12.08,13.200000000000001,1000.0,1100.0,1100.0
1982,Baitadi,Paddy,29.5,80.5,1.3653150684931505,73.81465753424658,5.931178082191781,52.65632876712329,9.178027397260275,-0.8919178082191781,26.39,-9.57,9.069890410958903,2.3108493150684932,12.1,0.02,2.2735342465753425,13.22,0.02,35.96,12.08,13.200000000000001,3300.0,6270.0,1900.0
1982,Baitadi,Wheat,29.5,80.5,1.3653150684931505,73.81465753424658,5.931178082191781,52.65632876712329,9.178027397260275,-0.8919178082191781,26.39,-9.57,9.069890410958903,2.3108493150684932,12.1,0.02,2.2735342465753425,13.22,0.02,35.96,12.08,13.200000000000001,3300.0,2970.0,900.0
1982,Bajhang,Barley,29.6,81.2,1.1337260273972602,67.87887671232878,5.163945205479452,56.50945205479452,4.649506849315069,-3.7677534246575344,21.84,-14.76,4.98372602739726,2.5362739726027397,14.28,0.04,2.4932054794520546,15.49,0.03,36.6,14.24,15.46,710.0,630.0,887.0
1982,Bajhang,Maize,29.6,81.2,1.1337260273972602,67.87887671232878,5.163945205479452,56.50945205479452,4.649506849315069,-3.7677534246575344,21.84,-14.76,4.98372602739726,2.5362739726027397,14.28,0.04,2.4932054794520546,15.49,0.03,36.6,14.24,15.46,900.0,1260.0,1400.0
1982,Bajhang,Millet,29.6,81.2,1.1337260273972602,67.87887671232878,5.163945205479452,56.50945205479452,4.649506849315069,-3.7677534246575344,21.84,-14.76,4.98372602739726,2.5362739726027397,14.28,0.04,2.4932054794520546,15.49,0.03,36.6,14.24,15.46,1020.0,920.0,902.0
1982,Bajhang,Paddy,29.6,81.2,1.1337260273972602,67.87887671232878,5.163945205479452,56.50945205479452,4.649506849315069,-3.7677534246575344,21.84,-14.76,4.98372602739726,2.5362739726027397,14.28,0.04,2.4932054794520546,15.49,0.03,36.6,14.24,15.46,2940.0,4910.0,1670.0
1982,Bajhang,Wheat,29.6,81.2,1.1337260273972602,67.87887671232878,5.163945205479452,56.50945205479452,4.649506849315069,-3.7677534246575344,21.84,-14.76,4.98372602739726,2.5362739726027397,14.28,0.04,2.4932054794520546,15.49,0.03,36.6,14.24,15.46,2350.0,2360.0,1004.0
1982,Bajura,Barley,29.56,81.56,1.328191780821918,75.25364383561644,6.182767123287672,53.43926027397261,10.623671232876712,5.32758904109589,28.04,-6.24,10.504520547945205,2.4546301369863017,11.88,0.03,2.4695342465753423,13.3,0.03,34.28,11.850000000000001,13.270000000000001,800.0,720.0,900.0
1982,Bajura,Maize,29.56,81.56,1.328191780821918,75.25364383561644,6.182767123287672,53.43926027397261,10.623671232876712,5.32758904109589,28.04,-6.24,10.504520547945205,2.4546301369863017,11.88,0.03,2.4695342465753423,13.3,0.03,34.28,11.850000000000001,13.270000000000001,780.0,870.0,1115.0
1982,Bajura,Millet,29.56,81.56,1.328191780821918,75.25364383561644,6.182767123287672,53.43926027397261,10.623671232876712,5.32758904109589,28.04,-6.24,10.504520547945205,2.4546301369863017,11.88,0.03,2.4695342465753423,13.3,0.03,34.28,11.850000000000001,13.270000000000001,700.0,630.0,900.0
1982,Bajura,Paddy,29.56,81.56,1.328191780821918,75.25364383561644,6.182767123287672,53.43926027397261,10.623671232876712,5.32758904109589,28.04,-6.24,10.504520547945205,2.4546301369863017,11.88,0.03,2.4695342465753423,13.3,0.03,34.28,11.850000000000001,13.270000000000001,1470.0,3130.0,2129.0
1982,Bajura,Wheat,29.56,81.56,1.328191780821918,75.25364383561644,6.182767123287672,53.43926027397261,10.623671232876712,5.32758904109589,28.04,-6.24,10.504520547945205,2.4546301369863017,11.88,0.03,2.4695342465753423,13.3,0.03,34.28,11.850000000000001,13.270000000000001,2000.0,2000.0,1000.0
1982,Banke,Barley,28.1,81.7,2.5164931506849313,92.26375342465752,8.836657534246577,46.61230136986302,21.72364383561644,8.287178082191781,41.89,4.4,21.21345205479452,2.5092054794520546,9.86,0.11,3.276383561643836,12.08,0.13,37.49,9.75,11.95,130.0,120.0,923.0
1982,Banke,Maize,28.1,81.7,2.5164931506849313,92.26375342465752,8.836657534246577,46.61230136986302,21.72364383561644,8.287178082191781,41.89,4.4,21.21345205479452,2.5092054794520546,9.86,0.11,3.276383561643836,12.08,0.13,37.49,9.75,11.95,3900.0,3950.0,1013.0
1982,Banke,Millet,28.1,81.7,2.5164931506849313,92.26375342465752,8.836657534246577,46.61230136986302,21.72364383561644,8.287178082191781,41.89,4.4,21.21345205479452,2.5092054794520546,9.86,0.11,3.276383561643836,12.08,0.13,37.49,9.75,11.95,920.0,920.0,1000.0
1982,Banke,Paddy,28.1,81.7,2.5164931506849313,92.26375342465752,8.836657534246577,46.61230136986302,21.72364383561644,8.287178082191781,41.89,4.4,21.21345205479452,2.5092054794520546,9.86,0.11,3.276383561643836,12.08,0.13,37.49,9.75,11.95,33000.0,30150.0,914.0
1982,Banke,Wheat,28.1,81.7,2.5164931506849313,92.26375342465752,8.836657534246577,46.61230136986302,21.72364383561644,8.287178082191781,41.89,4.4,21.21345205479452,2.5092054794520546,9.86,0.11,3.276383561643836,12.08,0.13,37.49,9.75,11.95,13000.0,16900.0,1300.0
1982,Bara,Barley,27.2,85.0,2.0503287671232875,95.2142191780822,9.370356164383562,44.45413698630137,23.79041095890411,9.179424657534247,44.14,6.66,23.616301369863017,2.449342465753425,11.19,0.12,3.3644657534246574,13.64,0.12,37.480000000000004,11.07,13.520000000000001,110.0,110.0,1000.0
1982,Bara,Maize,27.2,85.0,2.0503287671232875,95.2142191780822,9.370356164383562,44.45413698630137,23.79041095890411,9.179424657534247,44.14,6.66,23.616301369863017,2.449342465753425,11.19,0.12,3.3644657534246574,13.64,0.12,37.480000000000004,11.07,13.520000000000001,3370.0,9590.0,2846.0
1982,Bara,Millet,27.2,85.0,2.0503287671232875,95.2142191780822,9.370356164383562,44.45413698630137,23.79041095890411,9.179424657534247,44.14,6.66,23.616301369863017,2.449342465753425,11.19,0.12,3.3644657534246574,13.64,0.12,37.480000000000004,11.07,13.520000000000001,70.0,60.0,857.0
1982,Bara,Paddy,27.2,85.0,2.0503287671232875,95.2142191780822,9.370356164383562,44.45413698630137,23.79041095890411,9.179424657534247,44.14,6.66,23.616301369863017,2.449342465753425,11.19,0.12,3.3644657534246574,13.64,0.12,37.480000000000004,11.07,13.520000000000001,49270.0,61950.0,1257.0
1982,Bara,Wheat,27.2,85.0,2.0503287671232875,95.2142191780822,9.370356164383562,44.45413698630137,23.79041095890411,9.179424657534247,44.14,6.66,23.616301369863017,2.449342465753425,11.19,0.12,3.3644657534246574,13.64,0.12,37.480000000000004,11.07,13.520000000000001,24300.0,41300.0,1700.0
1982,Bardiya,Barley,28.3,81.4,2.3163561643835617,94.76616438356164,9.048849315068493,44.41364383561644,23.34005479452055,8.967972602739726,43.84,5.55,22.922383561643837,2.3916164383561647,9.24,0.1,3.198684931506849,10.91,0.08,38.290000000000006,9.14,10.83,70.0,90.0,1286.0
1982,Bardiya,Maize,28.3,81.4,2.3163561643835617,94.76616438356164,9.048849315068493,44.41364383561644,23.34005479452055,8.967972602739726,43.84,5.55,22.922383561643837,2.3916164383561647,9.24,0.1,3.198684931506849,10.91,0.08,38.290000000000006,9.14,10.83,12020.0,14440.0,1201.0
1982,Bardiya,Millet,28.3,81.4,2.3163561643835617,94.76616438356164,9.048849315068493,44.41364383561644,23.34005479452055,8.967972602739726,43.84,5.55,22.922383561643837,2.3916164383561647,9.24,0.1,3.198684931506849,10.91,0.08,38.290000000000006,9.14,10.83,450.0,360.0,800.0
1982,Bardiya,Paddy,28.3,81.4,2.3163561643835617,94.76616438356164,9.048849315068493,44.41364383561644,23.34005479452055,8.967972602739726,43.84,5.55,22.922383561643837,2.3916164383561647,9.24,0.1,3.198684931506849,10.91,0.08,38.290000000000006,9.14,10.83,34170.0,53270.0,1559.0
1982,Bardiya,Wheat,28.3,81.4,2.3163561643835617,94.76616438356164,9.048849315068493,44.41364383561644,23.34005479452055,8.967972602739726,43.84,5.55,22.922383561643837,2.3916164383561647,9.24,0.1,3.198684931506849,10.91,0.08,38.290000000000006,9.14,10.83,8790.0,10580.0,1204.0
1982,Bhaktapur,Barley,27.7,85.5,1.5630684931506849,77.95586301369863,7.040164383561644,54.0348493150685,12.32553424657534,1.8963287671232876,28.58,-5.35,12.122301369863015,2.2903561643835615,8.6,0.03,2.275835616438356,8.63,0.02,33.93,8.57,8.610000000000001,20.0,20.0,1000.0
1982,Bhaktapur,Maize,27.7,85.5,1.5630684931506849,77.95586301369863,7.040164383561644,54.0348493150685,12.32553424657534,1.8963287671232876,28.58,-5.35,12.122301369863015,2.2903561643835615,8.6,0.03,2.275835616438356,8.63,0.02,33.93,8.57,8.610000000000001,2430.0,7780.0,3202.0
1982,Bhaktapur,Millet,27.7,85.5,1.5630684931506849,77.95586301369863,7.040164383561644,54.0348493150685,12.32553424657534,1.8963287671232876,28.58,-5.35,12.122301369863015,2.2903561643835615,8.6,0.03,2.275835616438356,8.63,0.02,33.93,8.57,8.610000000000001,130.0,160.0,1231.0
1982,Bhaktapur,Paddy,27.7,85.5,1.5630684931506849,77.95586301369863,7.040164383561644,54.0348493150685,12.32553424657534,1.8963287671232876,28.58,-5.35,12.122301369863015,2.2903561643835615,8.6,0.03,2.275835616438356,8.63,0.02,33.93,8.57,8.610000000000001,5230.0,20340.0,3889.0
1982,Bhaktapur,Wheat,27.7,85.5,1.5630684931506849,77.95586301369863,7.040164383561644,54.0348493150685,12.32553424657534,1.8963287671232876,28.58,-5.35,12.122301369863015,2.2903561643835615,8.6,0.03,2.275835616438356,8.63,0.02,33.93,8.57,8.610000000000001,4870.0,13290.0,2729.0
1982,Bhojpur,Barley,27.180000000000003,87.07,1.8373698630136985,90.8906301369863,9.177506849315069,49.23909589041096,21.175287671232876,14.627534246575342,38.2,5.43,20.823561643835617,2.6062465753424657,12.06,0.01,3.0514246575342465,13.71,0.04,32.77,12.05,13.670000000000002,60.0,50.0,833.0
1982,Bhojpur,Maize,27.180000000000003,87.07,1.8373698630136985,90.8906301369863,9.177506849315069,49.23909589041096,21.175287671232876,14.627534246575342,38.2,5.43,20.823561643835617,2.6062465753424657,12.06,0.01,3.0514246575342465,13.71,0.04,32.77,12.05,13.670000000000002,11040.0,9940.0,900.0
1982,Bhojpur,Millet,27.180000000000003,87.07,1.8373698630136985,90.8906301369863,9.177506849315069,49.23909589041096,21.175287671232876,14.627534246575342,38.2,5.43,20.823561643835617,2.6062465753424657,12.06,0.01,3.0514246575342465,13.71,0.04,32.77,12.05,13.670000000000002,1310.0,980.0,748.0
1982,Bhojpur,Paddy,27.180000000000003,87.07,1.8373698630136985,90.8906301369863,9.177506849315069,49.23909589041096,21.175287671232876,14.627534246575342,38.2,5.43,20.823561643835617,2.6062465753424657,12.06,0.01,3.0514246575342465,13.71,0.04,32.77,12.05,13.670000000000002,5810.0,8950.0,1540.0
1982,Bhojpur,Wheat,27.180000000000003,87.07,1.8373698630136985,90.8906301369863,9.177506849315069,49.23909589041096,21.175287671232876,14.627534246575342,38.2,5.43,20.823561643835617,2.6062465753424657,12.06,0.01,3.0514246575342465,13.71,0.04,32.77,12.05,13.670000000000002,1530.0,1680.0,1098.0
1982,Chitwan,Barley,27.7,84.4,1.9915616438356163,92.2321095890411,8.915287671232877,45.59583561643836,21.96627397260274,7.915232876712329,41.99,5.04,21.66186301369863,2.247972602739726,10.84,0.01,2.8226575342465754,12.92,0.06,36.95,10.83,12.86,900.0,900.0,1000.0
1982,Chitwan,Maize,27.7,84.4,1.9915616438356163,92.2321095890411,8.915287671232877,45.59583561643836,21.96627397260274,7.915232876712329,41.99,5.04,21.66186301369863,2.247972602739726,10.84,0.01,2.8226575342465754,12.92,0.06,36.95,10.83,12.86,29000.0,35000.0,1207.0
1982,Chitwan,Millet,27.7,84.4,1.9915616438356163,92.2321095890411,8.915287671232877,45.59583561643836,21.96627397260274,7.915232876712329,41.99,5.04,21.66186301369863,2.247972602739726,10.84,0.01,2.8226575342465754,12.92,0.06,36.95,10.83,12.86,750.0,700.0,933.0
1982,Chitwan,Paddy,27.7,84.4,1.9915616438356163,92.2321095890411,8.915287671232877,45.59583561643836,21.96627397260274,7.915232876712329,41.99,5.04,21.66186301369863,2.247972602739726,10.84,0.01,2.8226575342465754,12.92,0.06,36.95,10.83,12.86,27920.0,56160.0,2011.0
1982,Chitwan,Wheat,27.7,84.4,1.9915616438356163,92.2321095890411,8.915287671232877,45.59583561643836,21.96627397260274,7.915232876712329,41.99,5.04,21.66186301369863,2.247972602739726,10.84,0.01,2.8226575342465754,12.92,0.06,36.95,10.83,12.86,12110.0,18160.0,1500.0
1982,Dadeldhura,Barley,29.3,80.6,1.8857808219178085,85.56476712328767,7.653205479452055,47.36402739726027,17.58717808219178,4.965205479452055,36.83,-0.45,16.845972602739725,2.161917808219178,8.89,0.03,2.5635890410958906,10.65,0.06,37.28,8.860000000000001,10.59,500.0,450.0,900.0
1982,Dadeldhura,Maize,29.3,80.6,1.8857808219178085,85.56476712328767,7.653205479452055,47.36402739726027,17.58717808219178,4.965205479452055,36.83,-0.45,16.845972602739725,2.161917808219178,8.89,0.03,2.5635890410958906,10.65,0.06,37.28,8.860000000000001,10.59,2540.0,3630.0,1429.0
1982,Dadeldhura,Millet,29.3,80.6,1.8857808219178085,85.56476712328767,7.653205479452055,47.36402739726027,17.58717808219178,4.965205479452055,36.83,-0.45,16.845972602739725,2.161917808219178,8.89,0.03,2.5635890410958906,10.65,0.06,37.28,8.860000000000001,10.59,2870.0,2300.0,801.0
1982,Dadeldhura,Paddy,29.3,80.6,1.8857808219178085,85.56476712328767,7.653205479452055,47.36402739726027,17.58717808219178,4.965205479452055,36.83,-0.45,16.845972602739725,2.161917808219178,8.89,0.03,2.5635890410958906,10.65,0.06,37.28,8.860000000000001,10.59,5380.0,8630.0,1604.0
1982,Dadeldhura,Wheat,29.3,80.6,1.8857808219178085,85.56476712328767,7.653205479452055,47.36402739726027,17.58717808219178,4.965205479452055,36.83,-0.45,16.845972602739725,2.161917808219178,8.89,0.03,2.5635890410958906,10.65,0.06,37.28,8.860000000000001,10.59,8900.0,7120.0,800.0
1982,Dailekh,Barley,28.8,81.7,2.1118356164383565,84.76583561643835,7.830273972602741,50.14334246575342,16.948027397260272,5.328821917808219,35.95,0.37,16.415616438356164,2.283232876712329,9.61,0.05,2.612027397260274,10.97,0.04,35.580000000000005,9.559999999999999,10.930000000000001,700.0,560.0,800.0
1982,Dailekh,Maize,28.8,81.7,2.1118356164383565,84.76583561643835,7.830273972602741,50.14334246575342,16.948027397260272,5.328821917808219,35.95,0.37,16.415616438356164,2.283232876712329,9.61,0.05,2.612027397260274,10.97,0.04,35.580000000000005,9.559999999999999,10.930000000000001,5200.0,7900.0,1519.0
1982,Dailekh,Millet,28.8,81.7,2.1118356164383565,84.76583561643835,7.830273972602741,50.14334246575342,16.948027397260272,5.328821917808219,35.95,0.37,16.415616438356164,2.283232876712329,9.61,0.05,2.612027397260274,10.97,0.04,35.580000000000005,9.559999999999999,10.930000000000001,2200.0,2200.0,1000.0
1982,Dailekh,Paddy,28.8,81.7,2.1118356164383565,84.76583561643835,7.830273972602741,50.14334246575342,16.948027397260272,5.328821917808219,35.95,0.37,16.415616438356164,2.283232876712329,9.61,0.05,2.612027397260274,10.97,0.04,35.580000000000005,9.559999999999999,10.930000000000001,3460.0,6400.0,1850.0
1982,Dailekh,Wheat,28.8,81.7,2.1118356164383565,84.76583561643835,7.830273972602741,50.14334246575342,16.948027397260272,5.328821917808219,35.95,0.37,16.415616438356164,2.283232876712329,9.61,0.05,2.612027397260274,10.97,0.04,35.580000000000005,9.559999999999999,10.930000000000001,1500.0,1500.0,1000.0
1982,Dang,Barley,28.0,82.4,2.372931506849315,86.50334246575343,8.099972602739726,49.5766301369863,18.047671232876713,6.020219178082192,37.31,1.66,17.485945205479453,2.5465753424657533,10.16,0.06,3.093945205479452,11.85,0.08,35.650000000000006,10.1,11.77,100.0,90.0,900.0
1982,Dang,Maize,28.0,82.4,2.372931506849315,86.50334246575343,8.099972602739726,49.5766301369863,18.047671232876713,6.020219178082192,37.31,1.66,17.485945205479453,2.5465753424657533,10.16,0.06,3.093945205479452,11.85,0.08,35.650000000000006,10.1,11.77,19940.0,33540.0,1682.0
1982,Dang,Millet,28.0,82.4,2.372931506849315,86.50334246575343,8.099972602739726,49.5766301369863,18.047671232876713,6.020219178082192,37.31,1.66,17.485945205479453,2.5465753424657533,10.16,0.06,3.093945205479452,11.85,0.08,35.650000000000006,10.1,11.77,450.0,360.0,800.0
1982,Dang,Paddy,28.0,82.4,2.372931506849315,86.50334246575343,8.099972602739726,49.5766301369863,18.047671232876713,6.020219178082192,37.31,1.66,17.485945205479453,2.5465753424657533,10.16,0.06,3.093945205479452,11.85,0.08,35.650000000000006,10.1,11.77,32950.0,57300.0,1739.0
1982,Dang,Wheat,28.0,82.4,2.372931506849315,86.50334246575343,8.099972602739726,49.5766301369863,18.047671232876713,6.020219178082192,37.31,1.66,17.485945205479453,2.5465753424657533,10.16,0.06,3.093945205479452,11.85,0.08,35.650000000000006,10.1,11.77,12970.0,16990.0,1310.0
1982,Darchula,Barley,29.9,80.6,1.3653150684931505,73.81465753424658,5.931178082191781,52.65632876712329,9.178027397260275,-0.8919178082191781,26.39,-9.57,9.069890410958903,2.3108493150684932,12.1,0.02,2.2735342465753425,13.22,0.02,35.96,12.08,13.200000000000001,1000.0,800.0,800.0
1982,Darchula,Maize,29.9,80.6,1.3653150684931505,73.81465753424658,5.931178082191781,52.65632876712329,9.178027397260275,-0.8919178082191781,26.39,-9.57,9.069890410958903,2.3108493150684932,12.1,0.02,2.2735342465753425,13.22,0.02,35.96,12.08,13.200000000000001,2570.0,3490.0,1358.0
1982,Darchula,Millet,29.9,80.6,1.3653150684931505,73.81465753424658,5.931178082191781,52.65632876712329,9.178027397260275,-0.8919178082191781,26.39,-9.57,9.069890410958903,2.3108493150684932,12.1,0.02,2.2735342465753425,13.22,0.02,35.96,12.08,13.200000000000001,700.0,590.0,843.0
1982,Darchula,Paddy,29.9,80.6,1.3653150684931505,73.81465753424658,5.931178082191781,52.65632876712329,9.178027397260275,-0.8919178082191781,26.39,-9.57,9.069890410958903,2.3108493150684932,12.1,0.02,2.2735342465753425,13.22,0.02,35.96,12.08,13.200000000000001,1840.0,2210.0,1201.0
1982,Darchula,Wheat,29.9,80.6,1.3653150684931505,73.81465753424658,5.931178082191781,52.65632876712329,9.178027397260275,-0.8919178082191781,26.39,-9.57,9.069890410958903,2.3108493150684932,12.1,0.02,2.2735342465753425,13.22,0.02,35.96,12.08,13.200000000000001,2590.0,2590.0,1000.0
1982,Dhading,Barley,27.7,85.2,1.784986301369863,83.89043835616438,7.864986301369862,50.53317808219178,16.452219178082192,4.632931506849315,34.08,-0.49,16.131260273972604,2.205917808219178,8.51,0.05,2.363753424657534,9.48,0.05,34.57,8.459999999999999,9.43,260.0,210.0,808.0
1982,Dhading,Maize,27.7,85.2,1.784986301369863,83.89043835616438,7.864986301369862,50.53317808219178,16.452219178082192,4.632931506849315,34.08,-0.49,16.131260273972604,2.205917808219178,8.51,0.05,2.363753424657534,9.48,0.05,34.57,8.459999999999999,9.43,7760.0,9640.0,1242.0
1982,Dhading,Millet,27.7,85.2,1.784986301369863,83.89043835616438,7.864986301369862,50.53317808219178,16.452219178082192,4.632931506849315,34.08,-0.49,16.131260273972604,2.205917808219178,8.51,0.05,2.363753424657534,9.48,0.05,34.57,8.459999999999999,9.43,1480.0,1480.0,1000.0
1982,Dhading,Paddy,27.7,85.2,1.784986301369863,83.89043835616438,7.864986301369862,50.53317808219178,16.452219178082192,4.632931506849315,34.08,-0.49,16.131260273972604,2.205917808219178,8.51,0.05,2.363753424657534,9.48,0.05,34.57,8.459999999999999,9.43,12660.0,25320.0,2000.0
1982,Dhading,Wheat,27.7,85.2,1.784986301369863,83.89043835616438,7.864986301369862,50.53317808219178,16.452219178082192,4.632931506849315,34.08,-0.49,16.131260273972604,2.205917808219178,8.51,0.05,2.363753424657534,9.48,0.05,34.57,8.459999999999999,9.43,4840.0,7260.0,1500.0
1982,Dhankuta,Barley,27.0,87.3,1.942027397260274,81.92843835616439,8.12945205479452,56.19049315068493,14.796328767123287,4.73558904109589,29.88,-2.72,14.709205479452054,2.338739726027397,9.82,0.02,2.3786301369863017,10.54,0.02,32.6,9.8,10.52,30.0,20.0,667.0
1982,Dhankuta,Maize,27.0,87.3,1.942027397260274,81.92843835616439,8.12945205479452,56.19049315068493,14.796328767123287,4.73558904109589,29.88,-2.72,14.709205479452054,2.338739726027397,9.82,0.02,2.3786301369863017,10.54,0.02,32.6,9.8,10.52,21710.0,16670.0,768.0
1982,Dhankuta,Millet,27.0,87.3,1.942027397260274,81.92843835616439,8.12945205479452,56.19049315068493,14.796328767123287,4.73558904109589,29.88,-2.72,14.709205479452054,2.338739726027397,9.82,0.02,2.3786301369863017,10.54,0.02,32.6,9.8,10.52,7010.0,6310.0,900.0
1982,Dhankuta,Paddy,27.0,87.3,1.942027397260274,81.92843835616439,8.12945205479452,56.19049315068493,14.796328767123287,4.73558904109589,29.88,-2.72,14.709205479452054,2.338739726027397,9.82,0.02,2.3786301369863017,10.54,0.02,32.6,9.8,10.52,8060.0,13860.0,1720.0
